chapter,title,text
CHAPTER 51 - STANDARD PRACTICES AND STRUCTURES - GENERAL,TYPICAL SKIN REPAIRS,"2.
Guidelines for Corrugated Skin Crack Repairs
A.
Corrugated Aileron Skin Repair:
(1)
It is permissible to stop drill crack(s) that originate at the trailing edge of the control surface
provided the crack(s) is(are) not more than 2 inches in length.
(2)
Stop dill crack(s) using a Number 30 (0.128 inch diameter) drill.
(3)
A crack may only be stop dilled once.
NOTE:
A crack that passes through a trailing edge rivet and does not extend to the trailing
edge of the skin may be stop drilled at both ends of the crack.
(4)
Any control surface that has a crack that progresses past a stop drilled hole shall be repaired or
replaced.
(5)
A control surface that has any of the following conditions shall have a repair made as soon as
practical:
(a)
A crack that is longer than 2 inches.
(b)
A crack that does not originate from the trailing edge or a trailing edge rivet.
(c)
Cracks in more than six trailing edge rivet locations per skin.
(6)
Affected control surfaces with corrugated skins and having a stop drilled crack that does not
extend past the stop drilled hole, may remain in service without additional repair.
(7)
Refer to Figure 802 as applicable for repair information.
B.
Corrugated Flap Skin Repair:
(1)
It is permissible to stop drill crack(s) that originate at the trailing edge of the control surface
provided the crack(s) is(are) not more than 2 inches in length.
(2)
Stop dill crack(s) using a Number 30 (0.128 inch diameter) drill.
(3)
A crack may only be stop dilled once.
NOTE:
A crack that passes through a trailing edge rivet and does not extend to the trailing
edge of the skin may be stop drilled at both ends of the crack.
(4)
Any control surface that has a crack that progresses past a stop drilled hole shall be repaired or
replaced.
(5)
A control surface that has any of the following conditions shall have a repair made as soon as
practical:
(a)
A crack that is longer than 2 inches.
(b)
A crack that does not originate from the trailing edge or a trailing edge rivet.
(c)
Cracks in more than six trailing edge rivet locations per skin.
(6)
Affected control surfaces with corrugated skins and having a stop drilled crack that does not
extend past the stop drilled hole, may remain in service without additional repair.
(7)
Refer to Figure 802 as applicable for repair information.
C.
Corrugated Elevator Skin Repair:
(1)
It is permissible to stop drill crack(s) that originate at the trailing edge of the control surface
provided the crack(s) is(are) not more than 2 inches in length.
(2)
Stop dill crack(s) using a Number 30 (0.128 inch diameter) drill.
(3)
A crack may only be stop dilled once.
NOTE:
A crack that passes through a trailing edge rivet and does not extend to the trailing
edge of the skin may be stop drilled at both ends of the crack.
(4)
Any control surface that has a crack that progresses past a stop drilled hole shall be repaired or
replaced.
(5)
A control surface that has any of the following conditions shall have a repair made as soon as
practical:
(a)
A crack that is longer than 2 inches.
(b)
A crack that does not originate from the trailing edge or a trailing edge rivet.
(c)
Cracks in more than six trailing edge rivet locations per skin.
(6)
Affected control surfaces with corrugated skins and having a stop drilled crack that does not
extend past the stop drilled hole, may remain in service without additional repair.
(7)
Refer to Figure 802 as applicable for repair information.
"
CHAPTER 51 - STANDARD PRACTICES AND STRUCTURES - GENERAL,CONTROL SURFACE REPAIR,"CONTROL SURFACE REPAIR
1.
General
A.
Damage which would involve a control surface repair: After the repair is completed, the control surface
balance must be checked as described in Flight Control Surface Balancing. Refer to Figures 801 and
802 which illustrate typical control surface repairs.
"
CHAPTER 52 - DOORS,DOORS - GENERAL,"DOORS - GENERAL
1.
General
A.
Chapter 52 describes general repair practices, materials and procedures which are applicable to the
doors and door structure.
B.
If questions arise concerning approved repairs or for repairs not shown in this section, contact Cessna
Propeller Aircraft Product Support.
"
CHAPTER 52 - DOORS,DOOR DAMAGE CLASSIFICATION,"DOOR DAMAGE CLASSIFICATION
1.
Repairable Damage
A.
Bonded doors may be repaired by the same methods used for riveted structure.
Rivets are a
satisfactory substitute for bonded seams on these assemblies. The strength of the bonded seams in
doors may be replaced by a single 3/32, 2117-AD rivet per running inch of bond seam. The standard
repair procedures outlined in AC43.13-1b are also applicable to bonded doors.
"
CHAPTER 53 - FUSELAGE,FUSELAGE - GENERAL,"FUSELAGE - GENERAL
1.
General
A.
Chapter 53 describes general repair practices, materials and procedures which are applicable to the
Fuselage and Fuselage Structure. Refer to Figure 1 for illustrations of fuselage stations.
B.
For repairs beyond the scope of this chapter, refer to Chapter 51, Typical Skin Repairs.
2.
Fuselage
A.
The fuselage is of semimonocoque construction and consists of formed bulkheads, longitudinal
stringers, reinforcing channels and skin panels.
B.
If questions arise concerning approved repairs or for repairs not shown in this section, contact Cessna
Propeller Aircraft Product Support.
"
CHAPTER 53 - FUSELAGE,FUSELAGE DAMAGE CLASSIFICATION,FUSELAGE DAMAGE CLASSIFICATION
CHAPTER 53 - FUSELAGE,FUSELAGE DAMAGE CLASSIFICATION,"1.
General
A.
Damage to the fuselage can be divided into three major categories; negligible damage, repairable
damage, and major replacement damage. The categories are provided to assist in determining the
extent and criticalness of any damage."
CHAPTER 53 - FUSELAGE,FUSELAGE DAMAGE CLASSIFICATION,"2.
Negligible Damage
A.
Any smooth dents in the fuselage skin that are free from cracks, abrasions, and sharp corners, and
which are not stress wrinkles and do not interfere with any internal structure or mechanism, may
be considered as negligible damage. In areas of low stress intensity, cracks, deep scratches, or
deep, sharp dents - which after trimming or stop-drilling can be enclosed by a two-inch circle - can
be considered negligible if the damaged area is at least one diameter of the enclosing circle away
from all existing rivet lines and material edges. Stop drilling is considered a temporary repair and a
permanent repair must be made as soon as practical.
B.
Mild corrosion appearing upon clad aluminum surfaces does not necessarily indicate incipient failure of
the base metal. However, corrosion of all types must be carefully considered, and approved remedial
action taken.
C.
Small cans appear in the skin structure of all metal airplanes and should not necessarily be a cause
for concern. However. It is strongly recommended that wrinkles which appear to have originated from
other sources, or which do not follow the general appearance of the remainder of the skin panels, be
thoroughly investigated. Except in the landing gear bulkhead areas, wrinkles occurring over stringers
which disappear when the rivet pattern is removed, may be considered negligible. However, the
stringer rivet holes may not align perfectly with skin holes because of a permanent ""set"" in the stringer.
If this is apparent, replacement of the stringer will usually restore the original strength characteristics
of the area.
NOTE:
Wrinkles occurring in the skin of the main landing gear bulkhead areas must not be
considered negligible. The skin panel must be opened sufciently to permit a thorough
examination of the lower portion of the landing gear bulkhead and its tie-in structure.
D.
Wrinkles occurring in open areas which disappear when the rivets at the edge of the sheet are
removed, or a wrinkle which is hand removable, may often be repaired by a 1/2 inch x 1/2 inch x
0.050 inch 2024-T42 extruded angle or a heavy “J” section. The angle should be inserted fore and
aft across the center of the wrinkle and should extend to within 1/16 inch to 1/8 inch of the fuselage
bulkheads comprising the end of the bay. Rivet pattern should be similar to existing manufactured
seam at edge of sheet.
E.
Negligible damage to stringers, formed skin anges, bulkhead channel and like parts is similar to
that for the wing skin. Refer to Chapter 57, Wing Damage Classication for a denition of negligible
damage to these components."
CHAPTER 53 - FUSELAGE,FUSELAGE DAMAGE CLASSIFICATION,"3.
Repairable Damage
A.
If a skin is badly damaged, repair must be made by replacing an entire skin panel, from one structural
member to the next. Repair seams must be made to lie along structural members and each seam
must be made exactly the same in regard to rivet size, spacing and pattern as the manufactured
seams at the edges of the original sheet. If the manufactured seams are different, the stronger must
be copied. If the repair ends at a structural member where no seam is used, enough repair panel
must be used to allow an extra row of staggered rivets, with sufcient edge margin to be installed.
B.
Typical methods of repair for skins, bulkheads, stringers, and channels are illustrated in Chapter 51,
Typical Skin Repairs. Before repairs are attempted, all cracks or deep scratches must be stop-drilled
with a No. 30 (0.128 inch) drill and all sharp corners and ragged edges must be trimmed away and
deburred.
"
CHAPTER 53 - FUSELAGE,FUSELAGE DAMAGE CLASSIFICATION,"4.
Replacement Damage
A.
All forgings and castings of any material and structural parts made of steel must be replaced if
damaged. Structural members of a complicated nature that have been distorted or wrenched should
be replaced. Seat rails serve as structural parts of the fuselage and must be replaced if damaged.
"
CHAPTER 53 - FUSELAGE,CABIN BULKHEAD REPAIR,CABIN BULKHEAD REPAIR
CHAPTER 53 - FUSELAGE,CABIN BULKHEAD REPAIR,"1.
General
A.
Bulkheads are comprised of formed ""C"" channel sections.
The principal material of construction
is 2024-0 Alclad aluminum alloy which, after forming, is heat-treated to a 2024-T42 condition. All
bulkheads in the fuselage are of the formed sheet metal or the reinforced formed sheet metal type."
CHAPTER 53 - FUSELAGE,CABIN BULKHEAD REPAIR,"2.
Repair of Webs or Flanges
A.
The following procedures are for the repair of cracked bulkhead webs or anges.
(1)
Acceptable methods of repairing various types of cracks occurring in service are shown in
Figures 801 and 802.
(2)
Stop-drill No.
30 (0.128 inch) minimum holes at extreme ends of cracks to prevent further
cracking.
(3)
Reinforcements should be added to carry stresses across damaged portion and stiffen the joints.
NOTE:
The condition causing such cracks to develop at a particular point may be stress
concentration at that point, in conjunction with repetition of stress (such as produced
by vibration of the structure). The stress concentration may be due to defects such
as nicks, scratches, tool marks, and initial stresses or cracks from forming or heat-
treating operations. An increase in sheet thickness alone is usually benecial but
does not necessarily remedy the condition leading to the cracking. Patch-type repairs
are generally employed and are usually satisfactory in restoring the original material
strength characteristics."
CHAPTER 53 - FUSELAGE,CABIN BULKHEAD REPAIR,"3.
Repair of Channels
A.
The following procedures are for the repair of severely bent, kinked, or torn channels.
(1)
If practical, severely bent, kinked, or torn portions of bulkheads should be removed and
replacement sections installed and joined at the original splice joint.
(2)
If the procedure outlined in the preceding step is not justied, cutting away the damaged portion
and inserting a trimmed portion of the original section, adequately reinforced by splice plates or
doublers, will prove satisfactory. This is knownas an insertion-type patch."
CHAPTER 53 - FUSELAGE,CABIN BULKHEAD REPAIR,"4.
Landing Gear Bulkheads
A.
Landing gear bulkheads are highly stressed members, irregularly formed to provide clearance for
control cables, fuel and brake lines. Patch type repairs on these bulkheads are, for the most part,
impractical. Minor damage, consisting of small nicks or scratches, may be repaired by dressing out
the damaged area, or by replacement of fasteners. Any other damage must be repaired by replacing
the landing gear support assembly as an aligned unit."
CHAPTER 53 - FUSELAGE,CABIN BULKHEAD REPAIR,"5.
Repair After Hard Landing
A.
Buckled skin or oor boards, and loose or sheared rivets in the area of the main gear support are
indications of damage to structure from an extremely hard landing. When such evidence is present,
the entire support structure must be examined and all support forgings must be checked for cracks.
(1)
Use uorescent dye penetrant and magnication to examine for cracks.
B.
Bulkheads in the damaged area must be checked for alignment. Deformation of bulkhead webs must
be checked using a straightedge.
C.
Damaged support structure, buckled oorboards and skins, and damaged or questionable forgings
must be replaced.
"
CHAPTER 53 - FUSELAGE,STRINGER AND CHANNEL REPAIR,"STRINGER AND CHANNEL REPAIR
1.
General
A.
Damage to the stringers or channels can be repairable. Refer to Figure 801 for an illustration of typical
stringer and channel repairs.
"
CHAPTER 53 - FUSELAGE,FIREWALL REPAIR,"FIREWALL REPAIR
1.
General
A.
The rewall is constructed of 0.016 inch, 18-8 corrosion resistant, annealed stainless steel sheet.
(1)
A typical rewall patch is illustrated in Figure 801.
(2)
A typical repair to the interior rewall angle is illustrated in Figure 802.
2.
Material
NAME
NUMBER
MANUFACTURER
USE
Firewall Sealant
AMS 3374
Pro-Seal #700-A
Loctite Aerospace
Bay Point, CA 94565
Firewall sealant
3.
Repairing the Firewall Assembly
A.
Firewall sheets may be repaired by removing damaged material and splicing in a new section. The
splice must be lapped over the old material, sealed and secured with steel rivets.
(1)
Patches, splices and joints must be repaired using MS20450 steel rivets.
B.
Following any repair to the rewall assembly, seal the damaged areas as follows:
(1)
Clean area on surface to be sealed with methyl propyl ketone.
(2)
Mix one part of catalyst thoroughly with 100 parts of Pro-Seal No. 700 base.
NOTE:
Sealant should be mixed by weight. It is important that accelerator be completely and
uniformly dispersed throughout the base compound.
(3)
Using a spatula, caulking gun, or ow gun, apply a llet of sealer along cracks, seams, joints,
and rows of rivets.
NOTE:
If the sealant is applied before the parts are mated, use enough sealing compound
to completely ll the joint, and wipe away excess after parts are mated.
NOTE:
If the sealant is applied with a brush or a brush ow gun, more than one coat of sealant
will be necessary on very porous material. Sealant should be allowed to air-dry 10
minutes between coats.
"
CHAPTER 55 - STABILIZERS,HORIZONTAL AND VERTICAL STABILIZERS,"HORIZONTAL AND VERTICAL STABILIZERS
1.
General
A.
Chapter 55 describes general repair practices, materials and procedures which are applicable to the
Horizontal and Vertical Stabilizers.
B.
The horizontal and vertical stabilizers are of all metal, fully cantilever, semimonocoque design,
consisting of spars, stringers, ribs, and skins.
Skins are riveted to supporting structure with
conventional MS20470AD rivets.
C.
If questions arise concerning approved repairs or for repairs not shown in this section, contact Cessna
Propeller Aircraft Product Support.
"
CHAPTER 55 - STABILIZERS,HORIZONTAL STABILIZER,"HORIZONTAL STABILIZER
1.
Horizontal Stabilizer
A.
The horizontal stabilizer is constructed from spars, ribs, stringers, doublers and skins.
Refer to
applicable Maintenance Manual, Chapter 6, Dimensions and Areas, for horizontal stabilizer station
diagram.
2.
Negligible Damage
A.
The same criteria which is used to dene ""negligible damage"" to the fuselage may be applied to the
horizontal stabilizer. Refer to Chapter 53, Fuselage Damage Classication for a complete description
of negligible damage.
3.
Repairable Damage
A.
Skin patches may be used to repair skin damage. These patches are illustrated in Chapter 51, Typical
Skin Repairs, Figure 801. For skin damage which includes corrugations, Refer to Chapter 51, Typical
Skin Repairs, Figure 802.
B.
Access to the internal stabilizer structure may be gained by removing a portion of the rivets along the
rear spar and ribs and springing back the skin. By using the proper bucking bars through holes in
spar web, skins may by closed with a minimum of blind rivets.
4.
Replacement Damage
A.
If the damaged area would require a repair which could not be made between adjacent ribs, or the
repair would be located in an area with compound curves, compete skin panels must be replaced.
Ribs and spars may be repaired, but replacement is generally preferable. Where damage is extensive,
replacement of the entire assembly is recommended.
"
CHAPTER 55 - STABILIZERS,ELEVATOR,"ELEVATOR
1.
General
A.
The elevator assembly consists of a left and right section bolted together near the airplane centerline
by torque tubes. Each section consists of a front and a rear spar, ribs, skins, and a trim tab assembly.
A balance weight is bolted to the outboard tip leading edge.
2.
Negligible Damage
A.
Any smooth skin dents that are free from cracks, abrasions, and sharp corners, and which are not
stress wrinkles and do not interfere with any internal structure or mechanism, may be considered
as negligible damage. Exception to negligible damage on elevator surfaces is the front spar, cracks
appearing in web of hinge tting or in tip rib which supports overhanging balance weight. Cracks
in overhanging tip rib, in the area at the front spar intersection with web of the rib, also cannot be
considered negligible.
3.
Repairable Damage
A.
Skin patches may be used to repair skin damage. These patches are illustrated in Chapter 51, Typical
Skin Repairs, Figure 801. For skin damage which includes corrugations, refer to Chapter 51, Typical
Skin Repairs, Figure 802.
B.
Flight control surfaces must be balanced after repair or painting, in accordance with balancing
procedures outlined in Chapter 51, Flight Control Surface Balancing.
4.
Replacement Damage
A.
Warped and cracked skin, ribs, and hinge brackets are replaceable items.
Where damage is
extensive, replacement of the entire assembly is recommended.
"
CHAPTER 55 - STABILIZERS,VERTICAL STABILIZER,"VERTICAL STABILIZER
1.
General
A.
The vertical stabilizer is of conventional aluminum construction utilizing spars, ribs, and skins.
2.
Vertical Stabilizer and Dorsal
A.
The vertical stabilizer and dorsal are constructed jointly to form a single unit.
3.
Negligible Damage
A.
The same criteria which is used to dene ""negligible damage"" to the fuselage may be applied to the
vertical stabilizer. Refer to Chapter 53, Fuselage Damage Classication for a complete description of
negligible damage.
4.
Repairable Damage
A.
Skin damage exceeding that considered negligible that can be repaired as illustrated in Chapter 51,
Typical Skin Repairs, Figure 801. For skin damage which includes corrugations, Refer to Chapter
51, Typical Skin Repairs, Figure 802. Access to the internal n structure is best gained by removing
skin attaching rivets on one side of the rear spar and ribs, and springing back the skin. Access to the
stabilizer may be gained by removing skin attaching rivets on one side and springing back the skin. If
the damaged area would require a repair which could not be made between adjacent ribs, or a repair
would be located in an area with compound curves, replacement of parts is recommended.
5.
Replacement Damage
A.
Hinge brackets and small ribs should be replaced rather than repaired. In general, where parts are
available, the easiest and most satisfactory repairs can be accomplished by replacing the damaged
parts.
B.
If the damaged area would require a repair which would not be made between adjacent ribs, or the
repair would be located in an area with compound curves, complete skin panels must be replaced.
Ribs and spars may be repaired, but replacement is generally preferable. Where damage is extensive,
replacement of the entire assembly is recommended.
"
CHAPTER 55 - STABILIZERS,RUDDER,"RUDDER
1.
Rudder
A.
The rudder is constructed of a spar, ribs, and skin. A torque tube, incorporating a lower hinge bracket,
is attached to the lower leading edge. A balance weight is bolted to the upper tip leading edge.
2.
Negligible Damage
A.
Minor skin dents and nicks are considered negligible and should be worked out by burnishing.
3.
Repairable Damage
A.
Skin damage exceeding that considered negligible damage, can be repaired by patching. Typical
repairs are illustrated in Chapter 51, Typical Skin Repair and Control Surface Repair.
B.
A ight control surface which has been repaired or replaced must be balanced in accordance with the
procedures outlined in Chapter 51, Flight Control Surface Balancing.
4.
Replacement Damage
A.
Assemblies that have been twisted or warped beyond usable limits and parts with extensive corrosion
damage are considered replaceable.
Small parts which may be easily fabricated from materials
available locally should be replaced.
"
CHAPTER 56 - WINDOWS,WINDOWS - GENERAL,"WINDOWS - GENERAL
1.
General
A.
This chapter provides repair information applicable to windshields and windows used on the 1996
and On single engine airplanes. These repairs may be utilized without removing components from
the airplane.
B.
For windshield/window removal or replacement, refer to the various model Maintenance Manuals,
Chapter 56 - Windows.
"
CHAPTER 56 - WINDOWS,PLASTIC WINDOW SURFACE REPAIR,PLASTIC WINDOW SURFACE REPAIR
CHAPTER 56 - WINDOWS,PLASTIC WINDOW SURFACE REPAIR,"1.
Repair of Plastic Window Surfaces
A.
Damaged window panels and the windshield on the airplane are normally removed and replaced
if the damage is extensive. However, certain repairs as described in the following paragraphs can
be accomplished without removing the damaged part from the airplane. Three types of temporary
repairs for cracked plastic are possible. No repairs of any kind are recommended on highly stressed
or compound curves or where the repair would be likely to affect the pilots or copilot's eld of vision
during normal ight or landing operations. Curved areas are more difcult to repair than at areas,
and any repaired area is both structurally and optically inferior to the original surface. Refer to Figure
801 for an illustration of typical windshield and window repair.
NOTE:
If temporary repairs are made, operations should be kept to a minimum until replacement
of window can be made."
CHAPTER 56 - WINDOWS,PLASTIC WINDOW SURFACE REPAIR,"2.
Tools and Materials
NAME
NUMBER
MANUFACTURER
USE
Novus 1
Novus Co.
Minneapolis, MN 55435
To polish scratches
out of windows.
Novus 2
Novus Co.
To polish scratches
out of windows.
Methylene Chloride
Commercially Available
Solvent for repair of
windows."
CHAPTER 56 - WINDOWS,PLASTIC WINDOW SURFACE REPAIR,"3.
Stop-Drilling
A.
The following procedure should be used when stop-drilling.
(1)
When a crack appears in a panel, drill a hole at the end of the crack to prevent further spreading.
The hole should be approximately 1/8 inch in diameter, depending on the length of the crack and
the thickness of the material. This is a temporary repair.
NOTE:
If temporary repairs are made, operations should be kept to a minimum until
replacement of window or windshield can be made."
CHAPTER 56 - WINDOWS,PLASTIC WINDOW SURFACE REPAIR,"4.
Surface Patch
A.
The following procedure should be used when preparing a surface patch.
(1)
Trim away damaged area and round all corners.
(2)
Cut a piece of plastic of sufcient size to cover the damaged area and extend ¾ inch on each
side of crack or hole.
(3)
Bevel edges as shown in Figure 801.
NOTE:
If section to be repaired is curved, shape surface patch to the same contour by
heating it in an oil bath at a temperature of 248°F to 302°F, or it may be heated on a
hotplate until soft. Boiling water should not be used for heating.
(4)
Coat surfaces to be bonded evenly with plastic solvent adhesive (acrylic chips dissolved in
methylene chloride) and place immediately over the hole.
(5)
Maintain a uniform pressure of 5 to 10 pounds per square inch on the surface patch for a
minimum of 3 hours. Allow surface to dry 24 to 36 hours before sanding or polishing is attempted."
CHAPTER 56 - WINDOWS,PLASTIC WINDOW SURFACE REPAIR,"5.
Insert (Plug) Patch
A.
The following procedure should be used when preparing a plug patch.
(1)
Trim hole to a perfect circle or oval and bevel edges slightly.
(2)
Make plug patch slightly thicker than the material being repaired, and similarly bevel the edges.
(3)
Install plug patch as illustrated in Figure 801.
(4)
Heat plug patch until it is soft, press into the hole without plastic solvent adhesive, and allow to
cool to make a perfect t.
(5)
Remove plug patch, coat surfaces to be bonded with plastic solvent (acrylic chips dissolved in
methylene chloride), and insert plug patch in the hole.
(6)
Maintain a rm, light pressure until the plastic solvent adhesive has set.
(7)
Sand or le edges level with surface; buff and polish. Do not attempt hand polishing until surface
is clean. A soft, open-type cotton wheel is suggested.
NOTE:
Acrylic and cellulose plastics are thermoplastic.
Friction created by bufng or
polishing for too long a time in one spot can generate sufcient heat to soften the
surface. This will produce visual distortion and is to be guarded against."
CHAPTER 56 - WINDOWS,PLASTIC WINDOW SURFACE REPAIR,"6.
Minor Scratches
A.
The following procedure should be used when repairing minor scratches.
(1)
Remove minor scratches by vigorously rubbing the affected area by hand, using a soft, clean
cloth dampened with Novus 2 plastic polish, and nish by polishing with Novus 1. Remove polish
with a soft dry cloth.
NOTE:
Plastics should not be rubbed with a dry cloth, since this is likely to cause scratches,
and also builds up an electrostatic charge which attracts dust particles to the surface.
If, after removing dirt and grease, no great amount of scratching is visible, nish the
plastic with a good grade of commercial wax. Apply the wax in a thin, even coat, and
bring to a high polish by rubbing lightly with a soft cloth."
CHAPTER 56 - WINDOWS,PLASTIC WINDOW SURFACE REPAIR,"7.
Cleaning Plastic
A.
The following procedure is the recommended method for cleaning plastic windows.
(1)
Clean the plastic by washing with plenty of water and mild soap, using a clean, soft, grit free
cloth, sponge, or bare hands.
CAUTION: Do not use gasoline, alcohol, benzene, acetone, carbon tetrachloride,
re extinguisher or deicing uids, lacquer thinners, or window cleaning
sprays because they will soften the plastic and cause crazing.
"
CHAPTER 57 - WINGS,WINGS - GENERAL,WINGS - GENERAL
CHAPTER 57 - WINGS,WINGS - GENERAL,"1.
General
A.
Description of Wing Assemblies:
(1)
The wing assemblies are a semicantilever type, employing semimonocoque type of structure.
(2)
The internal structure consists of a built-up front spar, a formed inboard front fuel spar, a rear
spar, and a formed auxiliary spar assembly in the aileron attach area.
(3)
Ribs are formed sheet metal, and consist of nose, intermediate and trailing edge assemblies.
(4)
On the 172 series airplanes, stressed skin is riveted to the rib and spar assemblies to complete
the rigid structure. On 182 and 206 series airplanes, the skin is bonded to the leading edge ribs
and riveted at other locations.
(5)
The inboard section of the wing is sealed to form an integral fuel cell. The sealed area runs from
the wing root outboard toward the strut attach; and from the front fuel spar to the rear spar.
NOTE:
On the 172 series airplanes, the fuel closeout rib is located approximately 7 inches
outboard from the wing root.
(6)
Access openings (hand holes with removable cover plates) are located in the wing These
openings afford access to ap and aileron bellcranks and control systems, the ap actuator
in the left hand wing, electrical wiring and wiring disconnect points, the wing portion of the
ventilation system, strut attach ttings, and the inside of the fuel cell.
B.
Refer to applicable Maintenance Manual, Chapter 6, Dimensions and Areas, for wing station
diagrams.
C.
If questions arise concerning approved repairs, or for repairs not shown in this section, contact Cessna
Propeller Aircraft Product Support, Box 7706, Wichita, KS 67277. (316) 517-5800, Facsimile (316)
942-9006."
CHAPTER 57 - WINGS,WINGS - GENERAL,"2.
Tools, Equipment and Materials
A.
Refer to Figure 1 for an illustration of wing and fuselage support stands which may by fabricated locally
and used during structural repair."
CHAPTER 57 - WINGS,WINGS - GENERAL,"3.
Installation of Access Holes
NOTE:
In some instances, it may be advantageous to create access holes in the wing skin to facilitate
wing repair. Refer to the following steps and Figure 2 for an illustration of access holes.
WARNING: The following procedures are not applicable to the integral fuel cell
skins.
A.
Precautions and Notes.
(1)
Add the minimum number of access holes necessary.
(2)
Any circular or rectangular access hole which is used with approved optional equipment
installations may be added in lieu of the access hole illustrated.
(3)
Do not add access holes at outboard end of wing: remove wing tip instead.
(4)
Locate new access holes near the center of a bay (spanwise).
(5)
Locate new access holes forward of the front spars as close to the front spar as practical.
(6)
Locate new access holes aft of the front spar between the rst and second stringers aft of the
spar. When installing the doubler, rotate it so the two straight edges are closest to the stringers.
(7)
Alternate bays, with new access holes staggered forward and aft of the front spar, are preferable.
(8)
A maximum of ve new access holes in each wing is permissible. If more are required, contact
Cessna Propeller Aircraft Product Support.
B.
Access Hole Installation. (Refer to Figure 2)
(1)
Establish exact location for inspection cover and inscribe centerlines.
(2)
Determine position of doubler on wing skin and center over centerlines. Mark the ten rivet hole
locations and drill to size shown.
(3)
Cut out access hole, using dimension shown.
(4)
Flex doubler and insert through access hole, and rivet in place.
(5)
Position cover and secure, using screws as shown.
"
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,WING DAMAGE CLASSIFICATION
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,"1.
Damage Classication
A.
Damage to the wing and its component assemblies can be divided into three major categories:
negligible damage, repairable damage, and damage necessitating replacement of parts.
These
categories are intended to provide the mechanic with some general guidelines to use in determining
the extent and criticalness of any damage.
Obviously, there will be some overlapping between
categories, and common sense should be used in determining the nal action to be taken with regard
to any damage.
B.
For an illustration of various wing component repairs, refer to applicable sections within this chapter."
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,"2.
Wing Skin Damage Criteria
A.
Negligible damage: Any smooth dents in the wing skin that are not more than 0.030 inch below
contour and can be circumscribed with a 2 inch diameter circle that have no evidence of skin tears,
cracks, or skin penetrations - which are not stress wrinkles and do not interfere with internal structure
of mechanism - constitute negligible damage; and rework is considered cosmetic.
B.
Repairable damage: Dents or dings deeper and/or larger than specied above must be repaired.
Skin tears, cracks or penetrations must be repaired. Dings that include understructure (ribs, frames
and spars) must be repaired by reforming or removal and replacement of the damaged member or
damaged are. Reevaluation of the skin after repair of the understructure will determine if the skin
damage is negligible, repairable or requires replacement.
C.
Damage Necessitating Replacement Of Parts: If a skin is badly damaged, repair must be made by
replacing an entire skin panel from one structural member to the next. Repair seams must be made
to lie along structural members and each seam must be made exactly the same in regard to rivet size,
spacing and pattern as the manufactured seams at the edges of the original sheet. If the manufactured
seams are different, the stronger must be copied. If the repair ends at a structural member where
no seam is used, enough repair panel must be used to allow an extra row of staggered rivets, with
sufcient edge margin, to be installed."
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,"3.
Wing Stringer Damage Criteria
A.
Negligible Damage: Minor Scratches or abrasions are the only form of damage considered negligible
to wing stringers.
B.
Repairable damage: Dents or bends in a stringer may be repaired by reforming or by replacing a
section of the stringer. Since aluminum work hardens, it is much more likely to crack when reformed
and should be carefully inspected for such cracks after rework. Removal and replacement of damaged
stringers is preferred to reformation.
C.
Damage Necessitating Replacement Of Parts: If a stringer is so badly damaged that more than one
section must be spliced, replacement is recommended."
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,"4.
Wing Auxiliary Spar Damage Criteria
A.
Negligible damage: Minor scratches or abrasions are the only form of damage considered negligible
to wing auxiliary spars.
B.
Repairable damage: Dents or bends in an auxiliary spar may be repaired by reforming or by replacing
a section of the auxiliary spar. Since aluminum work hardens, it is much more likely to crack when
reformed and should be carefully inspected for such cracks after rework. Removal and replacement
of a damaged section to the auxiliary spar is preferred to reformation.
C.
Damage necessitating Replacement Of Parts: If damage to an auxiliary spar would require a repair
which could not be made between adjacent ribs, the auxiliary spar must be replaced."
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,"5.
Wing Rib Damage Criteria
A.
Negligible damage: None, other than minor scratches or abrasions.
B.
Repairable damage: Dents or bends in a rib may be repaired by reforming or by replacing a section
of the rib. Since aluminum work hardens, it is much more likely to crack when reformed and should
be carefully inspected for such cracks after rework. Removal and replacement of a damaged section
to the rib is preferred to reformation.
C.
Damage Necessitating Replacement Of Parts: Leading and trailing edge ribs that are extensively
damaged can be replaced. However, due to the necessity of unfastening an excessive amount of
skin in order to replace the rib, they should be repaired if practical. Center ribs, between the front and
rear spar, should always be repaired if practical."
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,"6.
Wing Spar Damage Criteria
A.
Negligible damage:
Due to the stress which wing spars encounter, very little damage can be
considered negligible. All cracks, stress wrinkles, deep scratches, and sharp dents must be repaired.
Smooth dents, light scratches and abrasions may be considered negligible.
B.
Repairable damage: While it is possible to repair the spar channel by reforming a section of the spar,
replacement is preferred. A service kit (SK172-68) is available for replacement of the inboard end of
the rear spar for damage that typically occurs with impact on the outboard leading edge.
C.
Damage Necessitating Replacement of Parts: Damage so extensive that repair is not practical
requires replacement of complete wing spar."
